STATEFP20,COUNTYFP20,VTDST20,GEOID20,NAME20,GEOID,ADJPOP,TAWHITEALN,TABLACKCMB,TAAIANCMB,TAASIANCMB,TANHOPICMB,TAOTHERALN,TA2RACE,TAHISPANIC
32,003,002609,32003002609,2609,7000000US32003002609,6,4,1,1,0,0,1,1,0
32,003,002611,32003002611,2611,7000000US32003002611,3620,1980,586,127,328,107,329,581,882
32,003,002612,32003002612,2612,7000000US32003002612,0,0,0,0,0,0,0,0,0
32,003,002613,32003002613,2613,7000000US32003002613,2701,1616,433,85,212,57,203,371,642
32,003,002614,32003002614,2614,7000000US32003002614,2006,1190,238,86,168,23,144,350,517
32,003,002615,32003002615,2615,7000000US32003002615,2087,1414,212,61,197,50,84,291,293
32,003,002616,32003002616,2616,7000000US32003002616,1457,501,327,22,183,29,289,207,544
32,003,002617,32003002617,2617,7000000US32003002617,1736,793,356,61,125,22,244,299,549
32,003,002621,32003002621,2621,7000000US32003002621,2805,1618,353,123,282,66,211,466,620
32,003,002622,32003002622,2622,7000000US32003002622,1927,1249,191,46,220,44,106,254,311
32,003,002623,32003002623,2623,7000000US32003002623,4,2,1,1,0,0,0,1,1
32,003,002624,32003002624,2624,7000000US32003002624,1296,976,77,33,112,15,25,155,163
32,003,002625,32003002625,2625,7000000US32003002625,1,0,0,0,1,0,0,1,0
32,003,002631,32003002631,2631,7000000US32003002631,31,30,0,0,1,0,0,0,0
32,003,002632,32003002632,2632,7000000US32003002632,47,39,3,0,1,2,3,4,5
32,003,002633,32003002633,2633,7000000US32003002633,1793,1337,87,60,108,27,71,246,253
32,003,002634,32003002634,2634,7000000US32003002634,1547,1056,138,22,169,37,46,208,251
32,003,002635,32003002635,2635,7000000US32003002635,2207,1489,242,24,224,28,79,260,300
32,003,002640,32003002640,2640,7000000US32003002640,0,0,0,0,0,0,0,0,0
32,003,002641,32003002641,2641,7000000US32003002641,18,11,0,2,4,0,1,0,1
32,003,002642,32003002642,2642,7000000US32003002642,121,96,3,2,7,3,8,12,28
32,003,002643,32003002643,2643,7000000US32003002643,2476,1571,300,72,267,36,75,359,322
32,003,002644,32003002644,2644,7000000US32003002644,2071,1509,141,57,158,44,96,263,294
32,003,002645,32003002645,2645,7000000US32003002645,169,146,6,2,6,3,3,18,28
32,003,002646,32003002646,2646,7000000US32003002646,0,0,0,0,0,0,0,0,0
32,003,002650,32003002650,2650,7000000US32003002650,1965,1279,181,85,172,44,119,290,326
32,003,002651,32003002651,2651,7000000US32003002651,1191,787,136,31,112,14,60,163,191
32,003,002652,32003002652,2652,7000000US32003002652,3985,2285,624,80,457,113,270,547,695
32,003,002653,32003002653,2653,7000000US32003002653,2276,1634,167,61,160,34,105,261,348
32,003,002654,32003002654,2654,7000000US32003002654,1252,918,103,35,65,12,58,135,173
32,003,002655,32003002655,2655,7000000US32003002655,1643,1154,167,55,123,24,67,192,229
32,003,002660,32003002660,2660,7000000US32003002660,1684,1022,198,59,166,61,95,258,362
32,003,002661,32003002661,2661,7000000US32003002661,3129,1925,447,82,271,58,202,386,592
32,003,002662,32003002662,2662,7000000US32003002662,616,386,75,12,63,14,36,81,115
32,003,002663,32003002663,2663,7000000US32003002663,1655,1145,126,42,140,34,67,275,274
32,003,002664,32003002664,2664,7000000US32003002664,28,20,2,2,1,0,2,5,8
32,003,002665,32003002665,2665,7000000US32003002665,257,177,17,4,16,1,17,38,44
32,003,002666,32003002666,2666,7000000US32003002666,5003,2259,1098,106,974,101,248,771,895
32,003,002671,32003002671,2671,7000000US32003002671,3284,2142,348,93,315,55,186,463,528
32,003,002672,32003002672,2672,7000000US32003002672,3521,2157,452,109,351,94,217,547,666
32,003,002673,32003002673,2673,7000000US32003002673,242,181,16,11,22,5,5,27,17
32,003,002674,32003002674,2674,7000000US32003002674,3832,1732,762,144,373,108,519,652,1159
32,003,002675,32003002675,2675,7000000US32003002675,34,29,0,3,0,0,2,3,2
32,003,002676,32003002676,2676,7000000US32003002676,43,26,5,2,8,1,5,11,5
32,003,002681,32003002681,2681,7000000US32003002681,9,4,2,0,0,0,1,1,1
32,003,002682,32003002682,2682,7000000US32003002682,1942,1187,213,27,198,24,158,280,448
32,003,002683,32003002683,2683,7000000US32003002683,4,2,0,2,1,0,0,2,1
32,003,002684,32003002684,2684,7000000US32003002684,61,49,2,3,2,2,2,8,7
32,003,002685,32003002685,2685,7000000US32003002685,6,4,0,0,0,1,1,0,3
32,003,002691,32003002691,2691,7000000US32003002691,51,41,0,0,0,0,2,8,10
32,003,002692,32003002692,2692,7000000US32003002692,2068,1226,322,72,206,18,107,317,373
32,003,002693,32003002693,2693,7000000US32003002693,156,119,8,5,2,3,13,15,28
32,003,002694,32003002694,2694,7000000US32003002694,4,2,0,1,0,0,1,0,1
32,003,002695,32003002695,2695,7000000US32003002695,1753,1208,146,58,103,35,108,238,352
32,003,002696,32003002696,2696,7000000US32003002696,73,41,13,1,6,0,2,16,14
32,003,002700,32003002700,2700,7000000US32003002700,1669,853,288,57,176,41,157,262,382
32,003,002701,32003002701,2701,7000000US32003002701,2560,1567,314,85,201,68,216,344,534
32,003,002702,32003002702,2702,7000000US32003002702,1593,867,217,46,203,25,160,240,350
32,003,002703,32003002703,2703,7000000US32003002703,8,5,2,0,1,0,0,3,1
32,003,002704,32003002704,2704,7000000US32003002704,109,71,8,8,5,0,18,11,31
32,003,002705,32003002705,2705,7000000US32003002705,2059,1101,280,68,222,34,251,302,574
32,003,002706,32003002706,2706,7000000US32003002706,9,3,1,3,1,1,1,2,1
32,003,002709,32003002709,2709,7000000US32003002709,1229,747,135,34,106,26,110,183,299
32,003,002710,32003002710,2710,7000000US32003002710,1665,838,324,50,200,38,153,245,366
32,003,002711,32003002711,2711,7000000US32003002711,1942,1182,224,55,176,28,129,321,393
32,003,002713,32003002713,2713,7000000US32003002713,1811,532,467,74,161,35,362,385,786
32,003,002714,32003002714,2714,7000000US32003002714,2341,659,682,81,208,31,447,415,969
32,003,002715,32003002715,2715,7000000US32003002715,0,0,0,0,0,0,0,0,0
32,003,002716,32003002716,2716,7000000US32003002716,4188,1114,1289,161,542,118,707,741,1429
32,003,002717,32003002717,2717,7000000US32003002717,3025,744,925,54,353,90,628,537,1188
32,003,002720,32003002720,2720,7000000US32003002720,0,0,0,0,0,0,0,0,0
32,003,002721,32003002721,2721,7000000US32003002721,236,510,222,24,28,3,102,7,99
32,003,002722,32003002722,2722,7000000US32003002722,1916,757,739,41,119,32,150,220,347
32,003,002723,32003002723,2723,7000000US32003002723,7,4,3,0,0,0,0,0,3
32,003,002724,32003002724,2724,7000000US32003002724,6623,2223,2761,267,625,152,499,973,1245
32,003,002725,32003002725,2725,7000000US32003002725,1106,798,14,14,25,11,160,132,286
32,003,002726,32003002726,2726,7000000US32003002726,1011,825,20,41,31,17,38,118,146
32,003,002727,32003002727,2727,7000000US32003002727,2201,1928,24,42,41,3,96,136,215
32,003,002729,32003002729,2729,7000000US32003002729,1802,481,562,51,226,32,324,322,672
32,003,002730,32003002730,2730,7000000US32003002730,4308,1345,1275,151,471,81,720,734,1493
32,003,002731,32003002731,2731,7000000US32003002731,4297,2823,75,113,137,27,782,467,1431
32,003,002732,32003002732,2732,7000000US32003002732,2926,1667,54,89,88,36,788,316,1193
32,003,002733,32003002733,2733,7000000US32003002733,2404,822,591,92,137,36,551,384,969
32,003,002734,32003002734,2734,7000000US32003002734,2872,971,334,94,215,56,873,518,1688
32,003,002735,32003002735,2735,7000000US32003002735,3618,771,1124,128,142,35,1089,576,1753
32,003,002736,32003002736,2736,7000000US32003002736,1295,460,301,51,136,38,187,234,458
32,003,002737,32003002737,2737,7000000US32003002737,2482,677,1119,56,190,63,268,364,639
32,003,002738,32003002738,2738,7000000US32003002738,2163,858,568,44,256,60,264,309,587
32,003,002740,32003002740,2740,7000000US32003002740,5943,1624,2101,207,169,67,1391,847,2330
32,003,002742,32003002742,2742,7000000US32003002742,2252,624,369,74,144,18,803,381,1300
32,003,002743,32003002743,2743,7000000US32003002743,3245,962,341,131,188,50,1231,537,2010
32,003,002745,32003002745,2745,7000000US32003002745,153,35,33,16,25,4,22,58,75
32,003,002746,32003002746,2746,7000000US32003002746,2591,880,259,112,136,36,859,509,1512
32,003,002751,32003002751,2751,7000000US32003002751,3203,659,263,137,81,29,1638,524,2436
32,003,002752,32003002752,2752,7000000US32003002752,6240,1144,1935,214,329,111,1933,1038,3177
32,003,002770,32003002770,2770,7000000US32003002770,235,17,1,191,9,3,15,26,37
32,003,002775,32003002775,2775,7000000US32003002775,2912,2685,33,34,51,10,30,124,112
32,003,002776,32003002776,2776,7000000US32003002776,3516,3000,51,69,116,17,166,230,366
32,003,002904,32003002904,2904,7000000US32003002904,0,0,0,0,0,0,0,0,0
32,003,002906,32003002906,2906,7000000US32003002906,0,0,0,0,0,0,0,0,0
32,003,002907,32003002907,2907,7000000US32003002907,94,33,6,6,6,1,35,16,50
32,003,002911,32003002911,2911,7000000US32003002911,0,0,0,0,0,0,0,0,0
32,003,002914,32003002914,2914,7000000US32003002914,0,0,0,0,0,0,0,0,0
32,003,002916,32003002916,2916,7000000US32003002916,0,0,0,0,0,0,0,0,0
32,003,002917,32003002917,2917,7000000US32003002917,0,0,0,0,0,0,0,0,0
32,003,002919,32003002919,2919,7000000US32003002919,0,0,0,0,0,0,0,0,0
32,003,002920,32003002920,2920,7000000US32003002920,0,0,0,0,0,0,0,0,0
32,003,002927,32003002927,2927,7000000US32003002927,0,0,0,0,0,0,0,0,0
32,003,002930,32003002930,2930,7000000US32003002930,0,0,0,0,0,0,0,0,0
32,003,002931,32003002931,2931,7000000US32003002931,2,1,0,0,1,0,0,1,0
32,003,002934,32003002934,2934,7000000US32003002934,0,0,0,0,0,0,0,0,0
32,003,002938,32003002938,2938,7000000US32003002938,2,0,0,0,0,0,2,0,2
32,003,002946,32003002946,2946,7000000US32003002946,0,0,0,0,0,0,0,0,0
32,003,002948,32003002948,2948,7000000US32003002948,0,0,0,0,0,0,0,0,0
32,003,002949,32003002949,2949,7000000US32003002949,0,0,0,0,0,0,0,0,0
32,003,002951,32003002951,2951,7000000US32003002951,0,0,0,0,0,0,0,0,0
32,003,002957,32003002957,2957,7000000US32003002957,0,0,0,0,0,0,0,0,0
32,003,002959,32003002959,2959,7000000US32003002959,0,0,0,0,0,0,0,0,0
32,003,002961,32003002961,2961,7000000US32003002961,0,0,0,0,0,0,0,0,0
32,003,002962,32003002962,2962,7000000US32003002962,0,0,0,0,0,0,0,0,0
32,003,002969,32003002969,2969,7000000US32003002969,0,0,0,0,0,0,0,0,0
32,003,002970,32003002970,2970,7000000US32003002970,0,0,0,0,0,0,0,0,0
32,003,002971,32003002971,2971,7000000US32003002971,0,0,0,0,0,0,0,0,0
32,003,002972,32003002972,2972,7000000US32003002972,0,0,0,0,0,0,0,0,0
32,003,002973,32003002973,2973,7000000US32003002973,0,0,0,0,0,0,0,0,0
32,003,002974,32003002974,2974,7000000US32003002974,0,0,0,0,0,0,0,0,0
32,003,002975,32003002975,2975,7000000US32003002975,0,0,0,0,0,0,0,0,0
32,003,002976,32003002976,2976,7000000US32003002976,0,0,0,0,0,0,0,0,0
32,003,002977,32003002977,2977,7000000US32003002977,0,0,0,0,0,0,0,0,0
32,003,002978,32003002978,2978,7000000US32003002978,0,0,0,0,0,0,0,0,0
32,003,002979,32003002979,2979,7000000US32003002979,0,0,0,0,0,0,0,0,0
32,003,003036,32003003036,3036,7000000US32003003036,1043,847,94,10,47,9,21,50,68
32,003,003037,32003003037,3037,7000000US32003003037,706,570,48,12,55,6,2,36,18
32,003,003040,32003003040,3040,7000000US32003003040,1137,991,28,12,86,7,11,35,34
32,003,003151,32003003151,3151,7000000US32003003151,0,0,0,0,0,0,0,0,0
32,003,003152,32003003152,3152,7000000US32003003152,107,83,6,5,8,2,6,7,15
32,003,003191,32003003191,3191,7000000US32003003191,8,6,0,2,0,1,0,2,3
32,003,003217,32003003217,3217,7000000US32003003217,3064,1559,455,63,524,73,233,485,672
32,003,003361,32003003361,3361,7000000US32003003361,2355,1280,345,58,278,32,221,333,524
32,003,003363,32003003363,3363,7000000US32003003363,2421,1684,147,31,401,9,86,185,194
32,003,003364,32003003364,3364,7000000US32003003364,2608,1716,168,19,513,7,89,197,210
32,003,003365,32003003365,3365,7000000US32003003365,1314,825,116,14,227,11,61,159,154
32,003,003366,32003003366,3366,7000000US32003003366,1177,835,29,11,213,14,34,96,83
32,003,003370,32003003370,3370,7000000US32003003370,1661,1085,177,38,242,16,70,179,184
32,003,003371,32003003371,3371,7000000US32003003371,1331,756,124,24,249,17,64,215,252
32,003,003372,32003003372,3372,7000000US32003003372,1938,1175,178,44,333,40,56,303,280
32,003,003373,32003003373,3373,7000000US32003003373,2306,1450,141,43,457,23,83,289,305
32,003,003374,32003003374,3374,7000000US32003003374,1570,1022,156,40,227,12,54,181,179
32,003,003375,32003003375,3375,7000000US32003003375,2438,1618,194,35,412,28,63,221,301
32,003,003380,32003003380,3380,7000000US32003003380,1132,632,95,25,232,20,65,159,198
32,003,003381,32003003381,3381,7000000US32003003381,2596,1715,169,69,421,29,92,306,385
32,003,003382,32003003382,3382,7000000US32003003382,2058,1234,171,33,326,32,107,320,364
32,003,003383,32003003383,3383,7000000US32003003383,1170,990,30,11,94,2,17,50,51
32,003,003385,32003003385,3385,7000000US32003003385,2519,1673,142,78,379,38,85,338,357
32,003,003386,32003003386,3386,7000000US32003003386,1246,940,64,20,159,7,30,128,96
32,003,003391,32003003391,3391,7000000US32003003391,1254,751,127,37,191,23,72,156,173
32,003,003392,32003003392,3392,7000000US32003003392,1305,821,146,23,153,12,84,150,209
32,003,003393,32003003393,3393,7000000US32003003393,1149,665,137,21,199,17,92,115,165
32,003,003395,32003003395,3395,7000000US32003003395,1447,983,116,34,184,16,53,178,177
32,003,003413,32003003413,3413,7000000US32003003413,974,829,41,6,64,6,12,39,50
32,003,003414,32003003414,3414,7000000US32003003414,1159,818,52,13,195,12,25,112,118
32,003,003416,32003003416,3416,7000000US32003003416,2581,1458,461,67,288,51,177,349,483
32,003,003417,32003003417,3417,7000000US32003003417,3756,2001,565,121,490,52,328,510,908
32,003,003418,32003003418,3418,7000000US32003003418,1111,780,59,11,111,27,76,113,219
32,003,003430,32003003430,3430,7000000US32003003430,1975,1076,303,66,249,41,182,251,415
32,003,003431,32003003431,3431,7000000US32003003431,1987,1097,172,58,261,89,184,278,504
32,003,003433,32003003433,3433,7000000US32003003433,2,0,2,0,0,0,0,2,2
32,003,003435,32003003435,3435,7000000US32003003435,2755,1304,397,81,389,46,344,435,733
32,003,003439,32003003439,3439,7000000US32003003439,6,2,1,0,0,1,0,3,3
32,003,003457,32003003457,3457,7000000US32003003457,8,2,2,0,3,1,0,1,2
32,003,003464,32003003464,3464,7000000US32003003464,1608,1221,140,39,111,21,31,149,132
32,003,003465,32003003465,3465,7000000US32003003465,1346,926,147,29,122,15,37,142,165
32,003,003518,32003003518,3518,7000000US32003003518,15,13,1,0,0,0,0,2,2
32,003,003532,32003003532,3532,7000000US32003003532,433,324,26,11,29,5,15,52,47
32,003,003535,32003003535,3535,7000000US32003003535,145,109,11,0,9,5,1,24,17
32,003,003537,32003003537,3537,7000000US32003003537,0,0,0,0,0,0,0,0,0
32,003,003540,32003003540,3540,7000000US32003003540,1645,1786,1178,87,139,4,853,62,931
32,003,003544,32003003544,3544,7000000US32003003544,2244,1530,84,46,456,11,47,225,192
32,003,003545,32003003545,3545,7000000US32003003545,0,0,0,0,0,0,0,0,0
32,003,003546,32003003546,3546,7000000US32003003546,5931,3144,1021,210,798,120,368,1015,1220
32,003,003547,32003003547,3547,7000000US32003003547,3478,2063,411,111,537,58,138,585,587
32,003,003552,32003003552,3552,7000000US32003003552,0,0,0,0,0,0,0,0,0
32,003,003553,32003003553,3553,7000000US32003003553,0,0,0,0,0,0,0,0,0
32,003,003557,32003003557,3557,7000000US32003003557,3441,1999,179,54,862,61,139,456,493
32,003,003559,32003003559,3559,7000000US32003003559,7,4,0,0,0,0,0,3,3
32,003,003562,32003003562,3562,7000000US32003003562,9,6,1,1,0,1,0,2,1
32,003,003564,32003003564,3564,7000000US32003003564,460,338,31,8,67,6,7,36,41
32,003,003565,32003003565,3565,7000000US32003003565,2068,1287,113,35,465,28,85,260,297
32,003,003566,32003003566,3566,7000000US32003003566,207,141,10,6,30,7,6,37,39
32,003,003571,32003003571,3571,7000000US32003003571,13,10,1,0,2,0,0,0,1
32,003,003574,32003003574,3574,7000000US32003003574,0,0,0,0,0,0,0,0,0
32,003,003576,32003003576,3576,7000000US32003003576,1221,830,41,18,231,8,24,150,141
32,003,003578,32003003578,3578,7000000US32003003578,61,49,9,0,1,0,2,1,8
32,003,003579,32003003579,3579,7000000US32003003579,16,13,1,0,2,0,0,0,1
32,003,003580,32003003580,3580,7000000US32003003580,9,0,3,0,5,0,0,4,0
32,003,003581,32003003581,3581,7000000US32003003581,0,0,0,0,0,0,0,0,0
32,003,003582,32003003582,3582,7000000US32003003582,11,3,7,1,0,0,0,4,0
32,003,003583,32003003583,3583,7000000US32003003583,7,0,3,0,3,0,0,1,0
32,003,003584,32003003584,3584,7000000US32003003584,7,2,1,1,1,2,0,3,2
32,003,003585,32003003585,3585,7000000US32003003585,0,0,0,0,0,0,0,0,0
32,003,003586,32003003586,3586,7000000US32003003586,0,0,0,0,0,0,0,0,0
32,003,003587,32003003587,3587,7000000US32003003587,1848,941,349,45,285,46,104,272,296
32,003,003588,32003003588,3588,7000000US32003003588,2421,1433,299,55,339,69,134,419,493
32,003,003602,32003003602,3602,7000000US32003003602,3544,2015,508,114,530,68,173,564,639
32,003,003604,32003003604,3604,7000000US32003003604,4854,2321,1152,140,602,98,311,756,985
32,003,003605,32003003605,3605,7000000US32003003605,1030,765,46,55,48,16,52,173,177
32,003,003606,32003003606,3606,7000000US32003003606,2151,1242,399,67,235,34,132,279,369
32,003,003607,32003003607,3607,7000000US32003003607,3756,1651,894,169,518,144,293,732,908
32,003,003608,32003003608,3608,7000000US32003003608,2132,1604,134,47,133,18,58,278,281
32,003,003609,32003003609,3609,7000000US32003003609,2305,1551,188,79,190,25,154,329,404
32,003,003610,32003003610,3610,7000000US32003003610,2151,1455,201,67,155,42,132,263,398
32,003,003611,32003003611,3611,7000000US32003003611,0,0,0,0,0,0,0,0,0
32,003,003612,32003003612,3612,7000000US32003003612,0,0,0,0,0,0,0,0,0
32,003,003613,32003003613,3613,7000000US32003003613,2100,986,462,57,284,61,173,384,513
32,003,003700,32003003700,3700,7000000US32003003700,15,10,2,1,2,0,0,2,5
32,003,003701,32003003701,3701,7000000US32003003701,0,0,0,0,0,0,0,0,0
32,003,003702,32003003702,3702,7000000US32003003702,3588,1731,537,117,191,74,694,489,1252
32,003,003703,32003003703,3703,7000000US32003003703,43,30,0,0,2,3,7,3,11
32,003,003704,32003003704,3704,7000000US32003003704,1843,740,354,44,207,48,344,281,647
32,003,003705,32003003705,3705,7000000US32003003705,2167,1285,251,35,333,32,143,321,410
32,003,003706,32003003706,3706,7000000US32003003706,5855,3415,657,125,890,82,359,915,1228
32,003,003707,32003003707,3707,7000000US32003003707,3032,1793,384,64,482,67,126,451,573
32,003,003708,32003003708,3708,7000000US32003003708,1567,1055,184,37,145,15,80,158,233
32,003,003709,32003003709,3709,7000000US32003003709,4212,2285,668,142,600,112,257,702,757
32,003,003710,32003003710,3710,7000000US32003003710,437,283,16,14,12,2,59,73,145
32,003,003711,32003003711,3711,7000000US32003003711,429,281,26,23,11,8,41,72,100
32,003,003712,32003003712,3712,7000000US32003003712,3,1,1,0,1,0,0,1,1
32,003,003713,32003003713,3713,7000000US32003003713,67,58,3,0,4,0,0,4,2
32,003,003714,32003003714,3714,7000000US32003003714,22,11,3,0,4,1,1,5,7
32,003,003715,32003003715,3715,7000000US32003003715,306,214,19,6,14,5,34,32,59
32,003,003716,32003003716,3716,7000000US32003003716,912,680,69,15,52,11,38,109,124
32,003,003717,32003003717,3717,7000000US32003003717,842,605,55,30,63,14,34,119,113
32,003,003718,32003003718,3718,7000000US32003003718,1397,1076,66,39,112,9,61,161,206
32,003,003719,32003003719,3719,7000000US32003003719,2658,1563,371,68,319,26,191,335,476
32,003,003720,32003003720,3720,7000000US32003003720,1513,844,254,51,147,29,106,204,281
32,003,003721,32003003721,3721,7000000US32003003721,1768,949,238,62,142,46,207,277,491
32,003,003722,32003003722,3722,7000000US32003003722,1558,700,222,57,121,21,299,254,621
